,Status,AFP,APOBEC3A,ART3,CCL7,CXCL10,CXCL9,DNAH7,GRID2,HTR3A,KRT78,LAMP3,MYLK2,PGBD5,POTEKP,RAET1L,SLC28A2,SOX11,SPHK1,TH,TMEM171,TNRC18P1,TREM1,TTC6,UGT2B15,VRTN
Sample102,0,6.491853096,5.727920455,5.044394119,0,9.513727596,9.645658432,6.475733431,4.857980995,1,5.087462841,7.988684687,4.906890596,6.807354922,7.330916878,1,3.700439718,5.523561956,9.092757141,5.129283017,5.321928095,4,4.584962501,4.906890596,5.129283017,1
Sample103,0,6.491853096,6.539158811,4.459431619,0,8.73470962,9.192292814,6.807354922,4.906890596,0,4.754887502,7.108524457,0,6.672425342,5.977279923,5.523561956,5.426264755,5.882643049,9.818582177,4.087462841,7.781359714,5.614709844,5.554588852,6.044394119,4.087462841,0
Sample104,0,6.426264755,6.64385619,5.426264755,0,10.60455323,9.315149562,6.108524457,4,0,0,6.321928095,2.584962501,5,9.932214752,4.321928095,5.044394119,4.523561956,8.839203788,4.459431619,4.392317423,5.129283017,5.807354922,6.321928095,6.266786541,0
Sample105,0,3.807354922,6.569855608,5.614709844,1,9.562242424,10.23002044,4.247927513,5.321928095,1,0,7.044394119,5.614709844,6.169925001,5.247927513,0,5.392317423,5.614709844,8.312882955,4,4.754887502,2.807354922,7.22881869,2.321928095,0,0
Sample106,0,4.087462841,6.64385619,4.321928095,1,8.463524373,9.409390936,5.044394119,0,1,0,5.930737338,1,6.247927513,6.794415866,1,4.459431619,3.584962501,7.614709844,2.807354922,4.087462841,4.392317423,7.8008999,4.169925001,0,1
Sample107,0,4,7.108524457,5.906890596,0,11.40832974,12.95037364,4.247927513,5.523561956,6.375039431,0,6.108524457,3.169925001,4.64385619,4,1,3,4.392317423,7.95419631,3.584962501,5.426264755,2.321928095,5.832890014,1,0,0
Sample108,0,7.554588852,9.292321633,11.03548645,8.721099189,12.73110685,9.897845456,6.247927513,0,11.42678889,8.845490051,9.092757141,5.95419631,9.917372079,10.13699111,8.686500527,4.392317423,8.77478706,10.3140167,9.612868497,9.214319121,5.087462841,7.483815777,6.523561956,6.727920455,11.47167521
Sample109,0,7.607330314,4.584962501,5.64385619,0,8.781359714,9.25502857,6.375039431,4,4.392317423,1,6.87036472,0,6.599912842,8.50779464,5.754887502,5,5.491853096,9.396604781,1,4.087462841,5.392317423,6.06608919,7.607330314,4.087462841,0
Sample110,0,6.894817763,5.727920455,4.754887502,0,9.941047606,10.48683502,8.262094845,4.64385619,0,0,8.016808288,3.584962501,6.247927513,11.05052891,5.930737338,5.754887502,7.832890014,8.829722735,4.087462841,5.169925001,7.820178962,5.321928095,8.8008999,7.714245518,4.087462841
Sample111,0,5.459431619,7.50779464,5.285402219,5.209453366,8.909893084,9.09011242,7.17990909,7.238404739,1,4.169925001,8.060695932,3.807354922,5.906890596,7.442943496,5.426264755,6.06608919,7.21916852,9.310612782,3.459431619,4.087462841,4.459431619,7.665335917,5.523561956,4.857980995,4
Sample112,0,4.169925001,7.375039431,5.247927513,1,9.342074668,9.461479447,7.459431619,6.988684687,5.807354922,1,7.665335917,3.584962501,6.894817763,8.668884984,4.700439718,1,7.499845887,8.654636029,0,1,5.700439718,6.894817763,6,4.321928095,0
Sample113,0,7.055282436,7.383704292,4.169925001,0,9.707359132,10.24555271,5.491853096,0,1,4.700439718,7.409390936,1,6.475733431,6.727920455,5.357552005,3.700439718,6,8.584962501,3.459431619,5.807354922,3.807354922,7.971543554,6.832890014,4.584962501,0
Sample114,0,5.882643049,4.754887502,4.247927513,0,6.794415866,6.06608919,7.139551352,5,4,4.087462841,6.339850003,1,6.22881869,10.01541505,0,4.087462841,4.247927513,7.400879436,5.044394119,4.087462841,5.882643049,4.584962501,5.64385619,4,0
Sample115,0,10.48884435,5.321928095,4,1,7.50779464,8.14974712,6.22881869,4.523561956,5.491853096,0,7.64385619,2.584962501,7.475733431,9.548821908,4.754887502,6,6.22881869,8.651051691,5.523561956,8.794415866,7.531381461,3.906890596,6.820178962,4.392317423,1
Sample116,0,6.781359714,5.392317423,3.906890596,5.392317423,8.77148947,8.422064766,6.491853096,5.285402219,4.523561956,4.087462841,5.882643049,3.169925001,6.714245518,9.396604781,4.087462841,5.672425342,5.209453366,7.686500527,5.426264755,4.64385619,5.672425342,6.700439718,6.14974712,6.129283017,0
Sample117,0,4,6.22881869,4.392317423,5.459431619,7.257387843,8.262094845,5.321928095,6.614709844,4.754887502,3.906890596,4.321928095,1,5.95419631,5.672425342,4.169925001,4.523561956,4.169925001,7.17990909,2.807354922,0,2.807354922,5.392317423,2.321928095,0,5.129283017
Sample118,0,6.087462841,7.199672345,4.247927513,1,6.62935662,6.845490051,6.584962501,6.189824559,5.087462841,4.64385619,6.06608919,4.64385619,7.087462841,8.588714636,5.930737338,4.247927513,5.554588852,8.459431619,1,0,5.930737338,7.169925001,5.426264755,0,5.285402219
Sample119,0,1,4.459431619,4.169925001,0,8.209453366,9.52160044,4.700439718,6.599912842,7.707359132,1,10.74567432,3.807354922,4.392317423,7.276124405,0,6.930737338,4.523561956,7.22881869,1,0,5.554588852,5.459431619,2,0,7.636624621
Sample120,0,8.033423002,1,4.906890596,0,8.471675214,8.118941073,8.016808288,0,0,1,6.375039431,1,5.807354922,10.86495992,4.392317423,6.672425342,7.539158811,8.721099189,5.426264755,4.459431619,7.022367813,3.906890596,7.312882955,7.491853096,0
Sample121,0,3.321928095,5.169925001,4.392317423,1,7.17990909,7.409390936,5.700439718,0,0,0,5.906890596,1,6.375039431,7.238404739,1,4.459431619,7.247927513,8.900866808,6.044394119,3.906890596,4.459431619,7.475733431,4.700439718,4.64385619,1
Sample122,0,5.64385619,5.247927513,4.087462841,0,7.988684687,7.339850003,6.62935662,4.459431619,4.247927513,1,6.303780748,2.584962501,6.087462841,9.573647187,4.64385619,5.727920455,5.832890014,8.971543554,4.754887502,0,6.22881869,5.700439718,6.06608919,4.906890596,4.459431619
Sample123,0,4,0,3.700439718,5.044394119,6.741466986,7.741466986,5.426264755,5.491853096,4.169925001,4.857980995,5.426264755,4.754887502,5.554588852,6.658211483,1,6.087462841,4.584962501,6.539158811,1,3.807354922,4.700439718,4.584962501,4.321928095,3.321928095,1
Sample124,0,3.906890596,5.459431619,4.95419631,1,10.13955135,12.40061264,5.584962501,6,8.584962501,6.129283017,9.269126679,4.906890596,4.754887502,6.87036472,0,6.988684687,4.459431619,8.027905997,3.807354922,4.321928095,5.087462841,6.50779464,4.95419631,4.247927513,4.95419631
Sample125,0,4.392317423,1,4.392317423,0,6.491853096,6.857980995,7.118941073,1,1,0,6.169925001,4.087462841,5.95419631,9.33315535,4.857980995,5.807354922,5.087462841,8.647458426,4.700439718,3.906890596,6.189824559,4.247927513,6.409390936,4.169925001,1
Sample126,0,6.22881869,0,3.700439718,0,6.321928095,7.383704292,7.499845887,5.169925001,0,4.754887502,6.714245518,4.087462841,6.794415866,10.38370429,5.247927513,6.459431619,6.807354922,8.962896005,4.906890596,4.087462841,6.321928095,5.285402219,7.531381461,7.22881869,4.523561956
Sample127,0,8.731319031,5.459431619,4.523561956,0,7.658211483,7.22881869,8.033423002,5.247927513,6.569855608,1,7.686500527,3.584962501,7.727920455,10.06069593,6.741466986,5.426264755,6.523561956,9.030667136,3.459431619,4.64385619,8.299208018,6.14974712,8.854868383,4.584962501,4.087462841
Sample128,0,9.768184325,1,5,0,6.491853096,7.539158811,8.303780748,1,1,1,6.95419631,1,7,9.049848549,5.614709844,4.584962501,6.820178962,9.184875343,4.087462841,1,6.87036472,5.584962501,7.417852515,5.554588852,1
Sample129,0,0,6.426264755,4.459431619,0,8.379378367,7.554588852,6.930737338,1,0,0,5.832890014,3.584962501,6.339850003,10.86727874,4.087462841,6.087462841,1,6.87036472,2.807354922,1,6.169925001,6.22881869,6.426264755,0,1
Sample130,0,7.584962501,6.918863237,3.807354922,1,5.672425342,7.562242424,5.044394119,1,0,0,4.392317423,1,6.169925001,3.459431619,0,5.392317423,1,6.714245518,1,1,4.857980995,6.169925001,3.321928095,0,0
Sample131,0,0,5.321928095,4.584962501,0,7.727920455,8.06608919,6.584962501,0,1,0,6.554588852,1,5.832890014,8.527477006,0,5.087462841,4.700439718,8.044394119,3.700439718,3.700439718,5.247927513,4.906890596,4.95419631,0,3.807354922
Sample132,0,3.321928095,5.523561956,4.95419631,5.169925001,7.06608919,7.599912842,6.599912842,5.554588852,4.321928095,1,6.285402219,2.584962501,7.022367813,9.273795599,5.169925001,5.357552005,5.727920455,9.055282436,5.832890014,1,6.988684687,5.977279923,5.906890596,0,0
Sample133,0,9.28077077,5.700439718,5,0,7.294620749,8.044394119,7.357552005,3.906890596,1,1,6.022367813,4.807354922,4.754887502,9.449148645,4.906890596,1,5.754887502,8.64385619,4.584962501,0,6.14974712,6.108524457,7.139551352,5.285402219,3.906890596
Sample134,0,7.882643049,5.584962501,4,0,8.103287808,7.366322214,6.303780748,6.06608919,0,0,6.658211483,0,5.727920455,9.385862401,5.285402219,3.459431619,7.022367813,9.499845887,4.247927513,0,5.781359714,5.554588852,7.022367813,6.392317423,0
Sample135,0,8.430452552,1,4.857980995,0,7.686500527,6.918863237,7.285402219,8.14974712,5.857980995,4.807354922,6.247927513,3.169925001,5.672425342,11.12023788,4.523561956,6.169925001,6.22881869,9.147204925,3.807354922,5.044394119,7.159871337,4.95419631,7.864186145,9.30833903,1
Sample136,0,6.14974712,0,4.523561956,5.426264755,8.339850003,7.948367232,7.554588852,1,4.523561956,4.247927513,6.942514505,1,7.721099189,11.17492568,4.95419631,4.857980995,8,9.469641817,8.005624549,6.169925001,7.46760555,5.129283017,7.562242424,6.714245518,1
Sample137,0,4.321928095,5.321928095,4.321928095,0,6.906890596,6.491853096,7.033423002,1,4.700439718,4.087462841,6.22881869,1,5.247927513,8.139551352,0,5.754887502,5.64385619,8.060695932,5.554588852,4.087462841,5.129283017,5.357552005,5.882643049,4.906890596,3.807354922
Sample138,0,7.499845887,1,4.321928095,0,9.243173983,10.74819285,7.357552005,0,1,0,8.049848549,0,5.64385619,9.422064766,4.857980995,5.321928095,7,9.224001674,3.459431619,0,5.672425342,5.807354922,6.426264755,4.087462841,0
Sample139,0,1,4.807354922,4.169925001,0,6.977279923,7.392317423,6.459431619,6.169925001,1,0,6.022367813,1,5.977279923,8.479780264,4.087462841,5.087462841,5.459431619,8.103287808,4.169925001,4.64385619,6.169925001,6.614709844,6.22881869,6.64385619,1
Sample140,0,6.108524457,4.584962501,4.247927513,1,7.459431619,7.434628228,7.864186145,4.523561956,0,1,7,2.584962501,6.14974712,8.487840034,4.807354922,5,6.442943496,9.583082768,5.044394119,4.754887502,6.266786541,4.807354922,7.409390936,6.108524457,4
Sample141,0,7.714245518,5.491853096,4.247927513,0,8.897845456,9.54303182,6.375039431,5.727920455,0,1,5.807354922,3.169925001,5.044394119,9.884170519,1,5.882643049,4.392317423,8.092757141,3,4.64385619,6.22881869,5.044394119,7.971543554,5.392317423,0
Sample142,0,7.948367232,5.700439718,5.781359714,0,7.426264755,7,8.409390936,5.832890014,1,5.491853096,6.794415866,4.906890596,7.22881869,11.18363538,5.247927513,6.95419631,6,9.243173983,4.523561956,4.64385619,8.044394119,4.906890596,8.379378367,6.95419631,1
Sample143,0,8.209453366,6.169925001,3.906890596,0,8.539158811,7.787902559,1.584962501,1,0,0,6.285402219,0,7.339850003,5.129283017,0,7.665335917,1,3,7.707359132,6.14974712,2,6.266786541,5.044394119,11.49034951,0
Sample144,1,5.857980995,7.129283017,10.25974326,8.45532722,13.1205619,9.960001932,6.475733431,0,10.40726776,7.62935662,9.06608919,7.209453366,8.262094845,8.247927513,10.51766939,5.491853096,11.06069593,9.027905997,7.761551232,8.87036472,5.087462841,9.290018847,6.426264755,1,0
Sample145,1,0,3.584962501,10.81938079,4.523561956,8.982993575,11.16113188,6.475733431,0,0,1,6.392317423,5.044394119,8.238404739,7.294620749,7.741466986,5.95419631,8.73470962,6.672425342,1,1,4,5.209453366,4.321928095,2.321928095,6.247927513
Sample146,1,0,8.682994584,9.129283017,7.977279923,14.00184797,13.72717595,7.651051691,0,7.294620749,8.033423002,9.342074668,8.243173983,8.049848549,8.252665432,6.392317423,5.754887502,10.67860014,12.12960501,1,6.189824559,10.00982862,8.813781191,6.285402219,1,9.038918989
Sample147,1,6.658211483,4.087462841,2.321928095,3.459431619,8.596189756,7.707359132,5.64385619,1,1,6.754887502,6.727920455,3.700439718,3.584962501,7.108524457,5.357552005,1,4.169925001,7.857980995,7.857980995,6.247927513,5.247927513,5.64385619,4.857980995,2.321928095,0
Sample148,1,6.64385619,6.129283017,4,7,9.192292814,6.894817763,5.169925001,0,5.247927513,9.20701432,5.584962501,7.330916878,6.523561956,1,6.189824559,5.129283017,6.988684687,11.53964351,5.044394119,5.906890596,4,8.607330314,4,0,0
Sample149,1,0,9.417852515,2.584962501,11.30549179,11.89746734,12.0409746,6.442943496,5.977279923,5,1,11.69392249,6.87036472,6.247927513,7.658211483,8.092757141,6.475733431,11.60455323,12.32923574,5.700439718,6.781359714,4.807354922,10.14974712,5.209453366,0,0
Sample150,1,1,4,13.37897215,5.554588852,9.525520809,6.714245518,6.977279923,0,0,5.614709844,9.095397023,7.64385619,8.651051691,1,4.247927513,5.906890596,8.6794801,12.79014483,5.426264755,8.689997971,6.087462841,6.266786541,5.491853096,3,7.076815597
Sample151,1,1,8.668884984,10.67419227,8.06608919,14.46307729,12.86940106,6.894817763,1,11.67109873,0,10.215533,6.539158811,9.276124405,7.727920455,9.908392621,6.686500527,8.988684687,10.85174904,1,9.100662339,6.087462841,9.710806434,7.73470962,0,0
Sample152,1,4.857980995,10.02097994,8.945443836,8.888743249,14.36262878,13.49210354,7.599912842,7.169925001,8.909893084,5.781359714,12.83011903,6.794415866,8.741466986,9.087462841,8.813781191,6.672425342,8.77478706,10.51865316,9.703903573,8.491853096,6.768184325,8,6.266786541,0,0
Sample153,1,1,8.980139578,9.926295995,8.810571635,12.50258321,10.44604941,7.754887502,5.781359714,8.17990909,1,11.3586512,7.199672345,11.6343573,7.900866808,8.797661526,5.321928095,11.0175044,8.977279923,5.727920455,7.06608919,5.209453366,7.727920455,1,0,6.977279923
Sample154,1,1,8.603626345,10.87267488,9.357552005,14.83061424,15.14736394,8.584962501,1,9.394462695,0,10.2737956,6.906890596,9.22881869,8.810571635,11.6794801,6.426264755,7.294620749,10.76735685,5.491853096,6.64385619,5.882643049,8.894817763,6,3.584962501,1
Sample155,1,8.326429487,9.951284715,4.754887502,6.108524457,13.2868465,14.65821148,8.791162889,1,9.724513853,6.285402219,11.26033152,8.430452552,6.357552005,12.12863881,4.247927513,7.794415866,12.17804233,9.710806434,7.491853096,6.266786541,8.647458426,6.584962501,10.41256985,6.906890596,1
Sample156,1,3.807354922,5.459431619,6.392317423,3.906890596,11.79156991,13.49498055,7.658211483,0,6.169925001,1,9.967226259,7.266786541,8.049848549,1,6.882643049,6.64385619,8.049848549,9.689997971,1,5.554588852,7.499845887,7.044394119,7.375039431,0,5.491853096
Sample157,1,0,8.366322214,8.982993575,8.214319121,13.02444712,13.71649797,6.14974712,1,5.64385619,6.169925001,9.703903573,7.108524457,8.011227255,7.577428828,4.64385619,6.375039431,10.06877828,9.157346935,6.942514505,7.857980995,7.636624621,8.144658243,5.700439718,0,1
Sample158,1,0,7.257387843,11.41045135,7.22881869,13.42482239,11.77971936,6.62935662,7.651051691,7.303780748,6.658211483,10.58120058,6.832890014,11,8.266786541,9.047123912,6.189824559,10.51766939,9.843921051,7.199672345,5.392317423,5.321928095,6.882643049,0,0,7.238404739
Sample159,1,0,6.87036472,14.23159621,7.73470962,11.65150022,8.14974712,6.523561956,1,5.169925001,9.197216693,5.247927513,7.055282436,10.90086681,9.252665432,8.129283017,7.426264755,6.906890596,10.85018684,5.807354922,9.14974712,4.321928095,8.169925001,4.64385619,1,7.584962501
Sample160,1,0,7,9.640244936,5,12.9272224,12.52380696,5.209453366,0,0,7.700439718,8.912889336,6.22881869,8.797661526,8.060695932,5.584962501,0,10.18363538,8.189824559,0,8.459431619,5.044394119,4.807354922,5.727920455,3,9.4325419
Sample161,1,0,8.700439718,7.276124405,10.56414949,13.50382574,13.7874945,6.409390936,1,3.906890596,1,9.952741247,6.357552005,7.727920455,9.337621902,7.768184325,0,6.523561956,10.40407714,10.17741954,6.491853096,5,9.159871337,6.754887502,0,1
Sample162,1,1,9.167418146,8.366322214,9.116343961,13.16663386,13.44734157,7.199672345,0,3.906890596,6.672425342,9.761551232,7.857980995,10.41574177,8.495855027,6,6.700439718,6.087462841,9.20701432,6.339850003,8.997179481,5.426264755,9.221587121,1,0,8.54303182
Sample163,1,0,5.614709844,6.189824559,6.06608919,9.857980995,11.34872815,7.499845887,4.64385619,5.357552005,1,9.226412193,6.459431619,7.383704292,8.614709844,5.491853096,5.357552005,9.047123912,10.06608919,6.06608919,8.17990909,4.523561956,7.988684687,5.882643049,0,5.426264755
Sample164,1,4.321928095,9.665335917,10.99293834,10.20457114,12.41256985,7.118941073,6,9.975847968,7.982993575,7.06608919,12.71145189,7.044394119,9.861086906,8.479780264,9.710806434,5.754887502,10.37395266,11.21977355,6.321928095,8.651051691,6.539158811,7.918863237,5.807354922,0,6.930737338
Sample165,1,5.426264755,6.942514505,10.14847658,6.108524457,11.27612441,11.91475884,6.820178962,5.426264755,10.51274046,6.14974712,10.63571812,7.033423002,8.554588852,9.154818109,6.700439718,1,10.11243951,11.12605912,6.426264755,8.233619677,6.930737338,7.523561956,6.442943496,4.392317423,7.658211483
Sample166,1,3.807354922,6.022367813,2.807354922,6.209453366,5.321928095,4.754887502,6.965784285,0,4.247927513,6,7.988684687,7.044394119,5.906890596,0,4.754887502,5.247927513,12.42127591,11.75405237,0,4.584962501,5.459431619,8.13442632,6.375039431,3,12.47902235
Sample167,1,9.654636029,7.129283017,4.169925001,0,10.19105921,10.70908381,7.17990909,5.357552005,4.700439718,0,8.129283017,7.366322214,6.108524457,8.169925001,3.807354922,6.044394119,6.599912842,10.78626963,6.022367813,7.044394119,7.658211483,6.392317423,8.388017285,6.491853096,5.087462841
Sample168,1,4.857980995,6.768184325,8.396604781,8.252665432,11.1221809,11.64475759,5.169925001,4.906890596,7.8008999,1,7.189824559,6.392317423,8.764871591,7.285402219,9.583082768,5.087462841,9.73470962,11.31458324,0,8.511752654,6.022367813,9.483815777,5.930737338,0,5.357552005
Sample169,1,1,7.303780748,9.663558104,8.599912842,13.29160241,13.76217438,6.523561956,1,9.047123912,6.988684687,8.804131021,7.189824559,8.854868383,8.758223215,10.48482289,1,9.932214752,10.04575966,7.209453366,7.400879436,1,9.843921051,1,0,0
Sample170,1,6.768184325,5.169925001,5.700439718,4.64385619,7.882643049,7.22881869,6.845490051,1,1,7.087462841,6.569855608,7.515699838,9.09011242,9.411510988,6.727920455,6.129283017,11.11569395,11.15924065,5.807354922,5.857980995,6.727920455,7.303780748,6.965784285,2.807354922,0
Sample171,1,4.247927513,5.781359714,9.86727874,6.22881869,11.59292416,11.94178124,6.169925001,1,9.403012024,6.022367813,8.6794801,6.459431619,10.02375435,8.829722735,7.658211483,1,12.3392933,8.405141463,4.807354922,6.169925001,5.807354922,7.417852515,7.562242424,3,0
Sample172,1,0,6.22881869,5.672425342,1,6.781359714,7.721099189,5.247927513,0,4.64385619,10.16867212,8.312882955,5.357552005,5.321928095,8.727920455,4.95419631,1,11.54061241,7.515699838,9.457380879,4.807354922,4.857980995,7.714245518,5.321928095,2.321928095,8.951284715
Sample173,1,0,6.686500527,10.19967234,9.917372079,15.41316511,12.80996905,6.108524457,0,4.523561956,6.539158811,10.90011206,8.321928095,6.475733431,0,8.515699838,6.209453366,12.31656439,8.54303182,0,5.357552005,1,8.903881846,4.807354922,1,12.08148344
Sample174,1,0,5.523561956,7.554588852,0,10.31514956,13.5696183,6.357552005,8.370687407,8.396604781,5.426264755,10.31174832,7.658211483,9.682994584,0,6.044394119,5.95419631,10.15481811,10.30947635,6.392317423,7.768184325,6.044394119,6.087462841,5.781359714,3,11.31910758
Sample175,1,5.087462841,7.400879436,7.888743249,7.118941073,11.81378119,9.457380879,5.727920455,6.357552005,8.682994584,0,9.894817763,7.209453366,4.754887502,7.383704292,9.157346935,0,6.321928095,9.906890596,6.918863237,7.475733431,4.754887502,7.562242424,6.285402219,2.321928095,8.144658243
